,source_id_lattes,target_id_lattes,academic_degree,start_year,conclusion_year,course,institution,thesis,major_area,area
1354671,7849509274630628,7700038085712626,doutorado,2011.0,2015,educação,universidade federal da bahia,singularidades coletivizadas possibilidades de re configuração da gestão educacional no âmbito do poder local e de ampliação dos processos de autonomia na gestão escolar,ciencias humanas,
952623,7154277354966576,3180636609506627,mestrado,,2014,mestrado em direito,fundação universidade de itaúna,o instituto do refúgio no brasil estudo de casos,ciencias sociais aplicadas,
311766,2850948628761143,10117765,mestrado,,2001,lingüística e letras,pontifícia universidade católica do rio grande do sul,a elevação das vogais médias átonas finais no português falado em santo ângelo rs,linguistica letras e artes,
959293,6494676052801758,3228554432592855,mestrado,2010.0,2012,programa de pós graduação em informática ppgi,universidade federal do rio de janeiro,módulos de inferência na nuvem de dados ligados para apoiar o desenvolvimento de aplicações,,
1187705,7517769705157849,5225851533882272,mestrado,2009.0,2012,educação,universidade de são paulo,práticas de leitura literária em turmas de 5ª série 6º ano do ensino fundamental,ciencias humanas,
1087188,6507069772452004,4254363662704257,doutorado,2001.0,2005,programa de pós graduação em direito,universidade federal do rio grande do sul,direito privado constitucional e método um estudo sobre a interpretação constitucional e sua influência no direito privado,ciencias sociais aplicadas,
948900,8154959660506192,3151907910681371,pos-doutorado,,2015,,universidade federal de itajubá,,,
438243,5576711447768585,10306167,doutorado,,2011,projeto de máquinas,universidad central marta abreu de las villas,desarrollo de nuevo material elastomérico,,
758381,5149402586875448,1880637627712747,mestrado,2009.0,2011,história,pontifícia universidade católica do rio grande do sul,políticas de saúde pública no rio grande do sul continuidades e transformações na era vargas 1928 1945,,
705451,6139474180909157,1547796890753678,mestrado,1986.0,1990,psicologia,universidade de brasília,efeitos de um programa de treinamento de criatividade em estudantes normalistas,ciencias humanas,
370438,10204542,1777289481711670,mestrado,1994.0,1997,administração de empresas,universidade de guarulhos,o impacto da implantação de sistemas de qualidade,,
237568,4867352261871888,10008763,pos-doutorado,,2015,,faculdade de economia administração e contabilidade usp,,,
761272,1899419068096109,5081192983389217,mestrado,2015.0,2017,direito,universidade federal do paraná,prestação compensatória no direito das famílias brasileiro fundamento sentido e limites,ciencias sociais aplicadas,
14434,5893145382848301,55692841759980,doutorado,,2018,ecologia e recursos naturais,universidade estadual do norte fluminense darcy ribeiro,estudo da exposição humana aos agrotóxicos como possível fonte de metais em agricultores do sudoeste do espírito santo,ciencias biologicas,
118005,490476694313938,2280627705940967,doutorado,2007.0,2011,engenharia mecânica,universidade federal do rio grande do norte,desenvolvimento de compósitos biodegradáveis de matriz polimérica de poliol de mamona reforçada com fibras de sisal,engenharias,
476835,8034829914313982,10363936,mestrado,,2017,mestrado interdisciplinar e profissional em desenvolvimento e gestão social,universidade federal da bahia,patrimônios negros instituições brancas uma análise sobre a gestão integrada e planos de salvaguarda de terreiros tombados,,
1263036,6127172734397904,8665901263923259,mestrado,,2016,direito,centro universitário euripedes de marília,direito ao transporte sua concretização pela lei da mobilidade urbana e sua judicialização,ciencias sociais aplicadas,
1338214,9301899329648159,7339296489812946,mestrado,2006.0,2008,mestrado em educação,universidade vale do rio verde de três corações,a apropriação do cerrado para a educação ambiental escolar a partir do pequizeiro,ciencias humanas,
1100695,9223776544881741,4371894918893983,pos-doutorado,,2015,,pontifícia universidade católica de minas gerais,,,
258402,7298637758046404,10038608,mestrado,,2008,gestão empresarial,fundação getúlio vargas,inovação em recursos naturais acumulação de capacidades tecnológicas em uma empresa de mineração no brasil 1994 2008,,
229163,989065569520206,10121702,mestrado,,2003,engenharia de produção,universidade federal de santa maria,a engenharia de produção na agroindústria gaúcha a aliança entre a capacitação da profissão e o setor agroindustrial a partir da excelência de recursos humanos,engenharias,
1385853,8766155499372376,8593243951279090,mestrado,2015.0,2017,biologia celular e molecular,universidade de são paulo,caracterização de serina treonina quinases do tipo eucariótico de chromobacterium violaceum,ciencias biologicas,
715816,9541564332474250,1610875266055983,mestrado,2014.0,2016,estudos de linguagem,universidade federal fluminense,os humanos direitos e os direitos humanos no discurso passional da grande mídia brasileira análise semiótica de veja e carta capital,linguistica letras e artes,
525515,10437860,6409536211950111,mestrado,2005.0,2006,marine chemistry,université de bretagne occidentale,the cause of the silicate anomalies in the continental shelf at the mouth of the congo river opal dissolution in seawater column or in deposits,,
507361,10410976,7466329682249424,mestrado,1978.0,1980,física,universidade de são paulo,espectroscopia de íons isolados de cr 3 e pares em gdalo3,ciencias exatas e da terra,
130084,545349441509542,2934031372127516,mestrado,1987.0,1990,medicina nefrologia,universidade federal de são paulo,efeito da privação de sono paradoxal crônica e intermitente na pressão arterial de ratos com diferentes graus de predisposição genética à hipertensão arterial,ciencias da saude,
518211,2360938037687501,10426864,mestrado,,1982,mestrado em línguas e literaturas africanas,université de lubumbashi,essai d analyse morpho sémantique des anthrponymes matamba,,
374202,7892919789980668,10210057,pos-doutorado,,2013,,universidade federal do rio de janeiro,,,
1343071,7441669258580942,9816124390340242,mestrado,2009.0,2011,ciência e engenharia de materiais,universidade federal do rio grande do norte,influência das esapécies ativas na absorção de intersticiais durante a carbonitretação a plasma do ti,engenharias,
931445,3027347445652264,4467492579359884,doutorado,2006.0,2011,ciências dos materiais,instituto militar de engenharia,obtenção e caracterização de compósitos hidroxiapatita de origem bovina biovidros de niobo fosfato,engenharias,engenharia de materiais e metalúrgica
687825,2698674515440922,1440780774288507,mestrado,2012.0,2014,agronomia entomologia,universidade federal de lavras,resposta olfativa de cycloneda sanguinea e aphidius colemani para voláteis de brassica juncea induzidos por myzus persicae e plutella xylostella,ciencias biologicas,ecologia
122667,10245902,515399299754259,mestrado,2015.0,2017,ciência e engenharia de computação,ulsan national institute of science and technology,automatic decomposition of self triggering kernels of hawkes processes,,
362034,10191720,3380346816107859,mestrado,2012.0,2014,economia,fundação getúlio vargas,preferência por redistribuição seria tal abordagem razoável,ciencias sociais aplicadas,
473338,5345913436818147,10358572,mestrado,,1980,psicologia,fundação getúlio vargas,estudo correlacional entre o estado emocional e a tendência para doenças físicas,ciencias humanas,psicologia
716048,9304493875700070,1612912737262520,mestrado,2012.0,2012,engenharia química,universidade estadual do oeste do paraná,granulação e secagem de metformina 850mg em leito fluidizado industrial,engenharias,engenharia química
54047,5160665761520226,222341148287329,mestrado,2006.0,2009,educação em ciências e saúde,núcleo de tecnologia educacional para a saúde,introdução à linguagem da ciência nas séries iniciais do ensino fundamental análise de textos produzidos pelos alunos,ciencias humanas,educação
67811,10176453,280074222521357,mestrado,1987.0,1995,educação física,universidade gama filho,atividades psicomotoras e habilidades finas na formação profissionalizante uma abordagem em educação física,,
533234,5038187828154288,10449108,mestrado,,2015,pesquisa aplicada à saúde da criança e da mulher,fundação oswaldo cruz,morbidade pós operatória e persistência de lesões precursoras do câncer do colo do útero comparação entre duas técnicas,ciencias da saude,
1017017,3673445041898307,8973252453857561,doutorado,2010.0,2013,ciência animal,universidade federal de minas gerais,validação de métodos laboratoriais aplicados ao diagnóstico de doenças dos animais,ciencias agrarias,
743470,7653605390097019,1786189595892884,mestrado,2013.0,2015,aqüicultura,universidade estadual paulista júlio de mesquita filho,adição de óleo de citrus sinensis na dieta de tilápia do nilo desempenho produtivo perfil hematológico e atividade respiratória de leucócitos,,
997681,3518711099044121,4151915238256000,mestrado,1984.0,1986,entomologia,universidade de são paulo,determinação das exigências térmicas e hídricas do fungo metarhizium anisopliae metsch sorokin 1883,ciencias agrarias,
532002,10447234,9474403645007597,doutorado,1968.0,1972,psicologia,université paris diderot,le conseil en situation de groupe et le approche non directive étude analytique et critique sur une experience au niveau de l ensergnement secondaire,ciencias humanas,
1092266,4296923676797148,4956016171234142,mestrado,2009.0,2011,políticas públicas e desenvolvimento local,escola superior de ciências da santa casa de misericórdia de vitória,o lugar da família no cuidado ao recém nascido de risco práticas assistenciais em saúde na unidade de tratamento intensivo neonatal de um hospital público,,
324623,3836408948113222,10136413,mestrado,,1981,,universidade de são paulo,variacao do conteudo de acido sialico em tecido gengival humano nas diferentes patogenias da doenca periodontal,,
5380,10198634,21484553407661,mestrado,2008.0,2010,,universidad nacional de costa rica,deteccion molecular de ehrlichia canis ehrlichia chaffensis ehrlichia ewingii y anaplasma phagocytophilum en garrapatas de vida libre animales domesticos venados y sangre de venados cola blanca de costa rica,ciencias agrarias,medicina veterinária
576645,2345417325569947,10514139,mestrado,,2016,mestrado em jornalismo e comunicação,faculdade de letras da universidade de coimbra,a informação generalista num jornal especializado o caso do jornal a bola,,
107408,1455327138239823,445297015533619,mestrado,2010.0,2012,ciência e engenharia de materiais,universidade do estado de santa catarina,nanocompósitos de poliácido láctico reforçados com nanotubos de carbono de parede multiplas,engenharias,
290817,8088054131862130,10086849,mestrado,,2010,economia,universidade de brasília,empresas internas e externas aos arranjos produtivos locais uma análise comparativa,,
12968,974234816299860,49498928599932,mestrado,2017.0,2019,programa de pós graduação em agronomia,universidade federal de santa maria,desenvolvimento e capacidade fitoextratora de plantas agrícolas cultivadas em solo com diferentes texturas e teores de cobre,ciencias agrarias,
91257,5338933760422537,375868043280916,mestrado,2002.0,2005,ciências da comunicação,universidade de são paulo,modelos de negócios em tv digital no brasil,,
977124,9457006137865021,3360981199130665,doutorado,2011.0,2015,teologia,faculdade jesuíta de filosofia e teologia,teologia da libertação para além da racionalidade teológica moderna um tratado espiritual,ciencias humanas,
1060747,4028759481820525,6305976188909906,mestrado,2016.0,2017,programa de pós graduação em microbiologia,universidade federal de minas gerais,caracterização dos isolados zoonóticos de vaccinia virus guarani p1 gp1v e passatempo pstv e avaliação de sua capacidade em modular vias de resposta do hospedeiro à infecção in vivo e in vitro,ciencias biologicas,
336166,8671745801940831,10153953,pos-doutorado,,2016,,universidade estadual paulista júlio de mesquita filho,,,
866897,6369674496221915,2567808420562672,mestrado,,2017,engenharia elétrica e informática industrial,universidade tecnológica federal do paraná,comparação entre métodos delay and sum e f k migration para reconstrução de imagens doppler por ultrassom,engenharias,
871672,8807841778457730,2601930825128474,doutorado,2012.0,2016,história,universidade federal de pernambuco,praticando espaços entre acordes letras e máscaras história memória e sociabilidades em espaços culturais de teresina nas décadas de 1980 e 1990,ciencias humanas,
1044667,4531945545682379,3895458050406814,mestrado,2014.0,2016,ciências da religião,universidade metodista de são paulo,religião colonialismo e alteridade em roger williams,ciencias humanas,
768406,1941558853616138,7747839967170791,doutorado,,2011,farmacologia,universidade de são paulo,avaliação da expressão de genes envolvidos na via de sinalizacão induzida pela proteína dermicidina no câncer de mama,ciencias da saude,
1076312,4160576821315757,6976756962014956,mestrado,1977.0,1989,ciência econômica,universidade estadual de campinas,estado autoritário e desobediência operária a experiência do sindicato dos metalúrgicos de são bernardo do campo,ciencias sociais aplicadas,
1127510,4616280611522358,9351187561912783,mestrado,2007.0,2010,história da ciência,pontifícia universidade católica de são paulo,livros didáticos de física das primeiras décadas do século xx estudo preliminar sobre concepções de ciências e ensino,ciencias humanas,história
269856,10055486,2304884051413562,mestrado,1969.0,1970,informática,pontifícia universidade católica do rio de janeiro,caminhamento em grafos simétricos,engenharias,engenharia elétrica
988479,3447158889058518,4735911391064052,mestrado,2003.0,2005,engenharia urbana,universidade federal da paraíba,diagnóstico e ações da atual situação dos resíduos de construção e demolição na cidade do recife,engenharias,engenharia civil
1203032,5389821486907152,7013321182512963,mestrado,2013.0,2014,letras,universidade estadual de londrina,novas práticas no ensino de língua inglesa foco no letramento digital e no gênero textual música,linguistica letras e artes,
1042002,3873047991235324,8473776892541492,pos-doutorado,,2018,,universidade estadual de mato grosso do sul,,linguistica letras e artes,
774215,7289025779027878,1981020832086099,doutorado,2012.0,2015,ciências da linguagem,universidade do sul de santa catarina,o discurso avaliador quantificador nas sentenças de processos por danos morais,linguistica letras e artes,
786775,2056678007333419,3273607804542597,mestrado,2002.0,2004,educação,universidade federal do rio grande do norte,o uso do laboratório de informática um olhar educativo,ciencias humanas,educação
23784,9120469382516817,97481463201597,doutorado,2002.0,2005,zootecnia,universidade federal do ceará,estudo sobre fontes de proteína de origem animal e vegetal em dietas para leitões no período de creche,ciencias agrarias,zootecnia
871490,4477328585024072,2600516074497243,mestrado,1996.0,1998,engenharia civil,universidade federal fluminense,reflexões sobre o ensino de engenharia,,
1323859,7077398001188294,7539791735654670,mestrado,1997.0,1999,princípios da cirurgia,faculdade evangélica do paraná,modelo experimental de trombose venosa em ratos,ciencias da saude,medicina
860607,2526848672055709,6897165227666450,mestrado,2009.0,2010,engenharia,universidade de passo fundo,estudo de reúso de efluentes provenientes de estações de tratamento de esgoto na irrigação,outros,
925525,6216836648516167,2985604922896206,mestrado,2001.0,2003,odontologia,faculdade de odontologia de bauru usp,estudo da capacidade seladora provisória de diferentes cimentos avaliação in vitro em canais preparados para pino intra radicular,ciencias da saude,odontologia
823873,3683841585212260,2288337241524904,doutorado,2005.0,2009,zootecnia,universidade federal de lavras,manejo de mamada de cordeiros desempenho e retorno da atividade ovariana cíclica pós parto,ciencias agrarias,
939331,5931158526991718,3085877602194435,mestrado,1973.0,1974,filosofia,universidade federal de santa maria,o conhecimento em farias brito,ciencias humanas,
57545,2120597822999751,236196731436317,mestrado,2016.0,2018,letras,universidade presbiteriana mackenzie,leitura de virginia woolf no romance the hours e na adaptação cinematográfica homônima,linguistica letras e artes,
949390,3155933203201052,6031370898049644,mestrado,1982.0,1985,,universidade federal do rio grande do sul,eficacia bactericidia do iodofor sobre staphyloccus aureus na prevencao da mastite bovina,ciencias agrarias,
222575,1153101691308425,957587051450040,mestrado,2013.0,2015,educação,universidade estadual de maringá,política educacional a partir dos anos 1990 uma análise dos fundamentos e a função social da formação para a cidadania ativa,,
577318,10515090,2127324942400439,mestrado,2013.0,2015,applied mathematics,shahed university of tehran,predicting the time of death for als patients using data mining,,
1245338,7042087959416545,5899725351890018,mestrado,2003.0,2004,enfermagem,universidade do estado do rio de janeiro,ações do enfermeiro do programa de saúde da família psf na detecção precoce e prevenção do câncer de mama no município de resende,,
235305,4233174258491171,10005607,mestrado,,2010,mestrado em regulação da industria de energia,universidade salvador,impactos da regulação via empresa de referência para a gesdão do atendimento em uma concessionária de energia,,
924416,2978061229980647,5096613307854478,doutorado,2002.0,2006,comunicação e semiótica,pontifícia universidade católica de são paulo,corpulações,,
972749,3329329091837689,9095694761543770,mestrado,2017.0,2019,administração de empresas,universidade de fortaleza,o elo perdido da cadeia de suprimento um estudo sobre o engajamento do consumidor em práticas de sustentabilidade,,
933358,5396850632263675,3040267502248395,doutorado,2004.0,2008,física,universidade federal do ceará,propriedades vibracionais e térmicas do topiramato cristalino,ciencias exatas e da terra,
1320099,7221553133870083,7010480535904039,mestrado,2015.0,2016,educação,universidade da região de joinville,as políticas de eja na américa latina em diálogo com a educação popular e oposição ao referencial neoliberal leituras entre brasil e argentina,ciencias humanas,
1264182,9878253301775115,6144243746546776,doutorado,2005.0,2008,artes cênicas,universidade federal da bahia,dança imanente uma dissecação artística do corpo no processo criativo do espetáculo avesso,,
947715,5912363889457800,3144059157880571,mestrado,2015.0,2017,agronomia,universidade estadual paulista júlio de mesquita filho,acúmulo de matéria seca extração e exportação de nutrientes de híbridos de milho inoculados com azospirillum brasilense,ciencias agrarias,
1016865,8520043515434606,3672475581126777,mestrado,2001.0,2004,geografia,universidade estadual paulista júlio de mesquita filho,política pública e avaliação no brasil uma interpretação da avaliação do livro didático para o ensino fundamental de geografia,,
1280134,6369644299108751,8165945108951507,mestrado,2002.0,2004,biologia celular e estrutural,universidade estadual de campinas,acetylcholine receptors and nerve terminal distribution at the neuromuscular junction of long term regenerated muscle fibers,ciencias biologicas,
819436,2261555898412006,2622562374674824,doutorado,2010.0,2016,ciência política,universidade do estado do rio de janeiro,politica orçamentária no estado do rio de janeiro governos rosinha e cabral 2003 2010,ciencias humanas,
1063665,5358060892746249,4051707995933260,doutorado,2010.0,2012,ciências sociais,universidade federal de campina grande,judicialização da política e das relações sociais análise do papel do poder judiciário na democracia brasileira a partir das decisões judiciais acerca das ações coletivas,,
452036,10326240,9747367811959611,doutorado,2013.0,2017,biology,katholieke universiteit leuven,integrating trait and phylogenetic distances in metacommunity analysis and ecosystem functioning research,ciencias biologicas,
1111859,4475620918895659,7689309870418879,mestrado,2014.0,2015,mba em conhecimento tecnologia inovação,fundação instituto de administração,financiamento à inovação de pmes via mercado de capitais um novo paradigma no contexto brasileiro,,
697231,1499159948298370,5180997850938839,mestrado,1976.0,1980,zootecnia,universidade estadual paulista júlio de mesquita filho,farinha de crisálida do bicho da seda bombyx mori l na alimentação de suinos em crescimento e terminação,ciencias agrarias,ciência e tecnologia de alimentos
902357,9563490368583906,2818418227670619,mestrado,2013.0,2015,química,universidade federal do rio grande do norte,aplicação da perlita expandida modificada com ortofenantrolina na remoção do negro de eriocromo t em águas residuais geradas em laboratórios de ensino de química,ciencias exatas e da terra,
194361,9472525082323183,831776469482702,doutorado,1996.0,1999,medicina otorrinolaringologia,universidade federal de são paulo,da rotação cefálica ativa na vertigem posicional paroxística benigna,ciencias da saude,
1122913,4928861472249930,4575874028238199,mestrado,,2002,aqüícultura,universidade federal de santa catarina,efeito de diferentes condições ambientais em áreas de cultivo sobre a alimentação e biodeposição do mexilhão perna perna,ciencias agrarias,agronomia
3730,10128850,13128746802178,mestrado,2011.0,2012,advanced audiology,university college of london,effects of cochlear implants on electromagnetic digitisation of electroencephalogram,ciencias da saude,
1072201,6757863866100108,4125351448244478,doutorado,2005.0,2009,estudos da linguagem,universidade estadual de londrina,elementos constitutivos da história do ensino de língua portuguesa no oeste do paraná 1960 1979,linguistica letras e artes,
449121,6219431092430235,10321927,mestrado,,2018,partículas e campos,instituto de física teórica unesp,the higgsplosion scenario,,
390356,3541902868372066,10234690,mestrado,,2014,educação em ciências e matemática,instituto federal de educação ciência e tecnologia do espírito santo,uma sequência didática como proposta pedagógica para estudo dos ambientes costeiros um estudo de caso no norte do espírito santoões marinhas a necessidade de mudança cultural e o papel da escola,ciencias humanas,
746658,7952821347546104,1804650239051813,mestrado,2013.0,2015,educação cientifica e tecnológica,universidade federal de santa catarina,atividades experimentais em pequenos grupos com crianças cegas e videntes,,
376828,7254479300721225,10214085,mestrado,,1982,programa de pós graduação em medicina veterinária,universidade federal de santa maria,estudo radiológico da pancreatite aguda provocada experimentalmente em cães,,
733091,4380519045659230,1721286090280178,mestrado,2016.0,2018,ciências da atividade física,universidade salgado de oliveira,o programa forças no esporte profesp como fator de inclusão social e desenvolvimento esportivo no brasil,ciencias da saude,
841601,2401656673887128,6848526209842424,mestrado,1995.0,1997,administração,universidade federal do rio grande do sul,mercado futuro brasileiro distribuição estatística e eficiência das previsões,ciencias sociais aplicadas,
761666,5308309531051845,1901671803959887,mestrado,2014.0,2016,filosofia,universidade de caxias do sul,ética na psicanálise freud lacan e foucault,,
405906,10258044,2177332691666254,mestrado,2002.0,2005,master of sciences in urban affairs,hunter college city universty of new york,potential for brooklyn waterfront greenway,ciencias sociais aplicadas,planejamento urbano e regional
935875,3058651724985579,7950415267277426,mestrado,2008.0,2011,medicina ortopedia e traumatologia,faculdade de ciências médicas da santa casa de são paulo,uso de fatores de crescimento ósseo associado a enxertos ósseos homólogos em reconstrução de defeitos periprotéticos no quadril revisão sistemática de estudos experimentais em animais,ciencias da saude,
400506,9095501173645841,10249962,mestrado,,2018,enfermagem,universidade federal de santa catarina,percepción de los padres o cuidadores quanto ao el proceso de vacunación,,
620880,1062059652170019,4637799059558407,mestrado,2014.0,2016,psicologia,universidade federal do rio grande do norte,a mãe que entrega um filho em adoção desvelando dores preconceitos e possibilidades de ressignificações,ciencias humanas,
1106125,4421435908492751,9049955574625895,mestrado,2004.0,2006,ciências da informação,universidade de brasília,caracterização de sitios musicais dos artistas de mato grosso do sul com ênfase na hipermidiação de conteúdos,,
195379,4016427560803565,836700964163939,doutorado,2010.0,2015,programa de pós graduação em toxicologia,universidade de são paulo,efeito do herbicida glifosato sobre o crescimento e produção de metabólitos secundários em microcystis aeruginosa e cylindrospermopsis raciborskii,outros,
1357143,9604779812877836,7758325180995090,doutorado,2008.0,2012,geografia,universidade federal de santa catarina,geografia das redes hoteleiras mundo brasil e santa catarina,ciencias humanas,
755529,1863146361804487,9052456999746515,mestrado,2014.0,2016,ambiente construído e patrimônio sistentável,universidade federal de minas gerais,análise ambiental como ferramenta para conservação de acervos estudo de caso do museu arqueológico da região de lagoa santa,ciencias sociais aplicadas,
104980,451631464832830,434182683741005,mestrado,2013.0,2015,mestrado em educação física,centro de educação física e desportos da ufsm,o brincar e se movimentar como expressão fundamental para a curiosidade da criança,,
971172,3316631966157898,9816442751242319,doutorado,2013.0,2018,letras,universidade estadual paulista júlio de mesquita filho,aporias do tempo em inferno provisório de luiz ruffato,,
155475,654272159213814,8137082346979041,mestrado,1997.0,2000,engenharia de transportes,universidade federal do rio de janeiro,critérios para análise dos efeitos de políticas de restrição ao uso de automóveis em áreas centrais,engenharias,engenharia de transportes
949311,3996084452979335,3155257915936553,mestrado,2012.0,2014,biologia marinha,universidade federal fluminense,piritização de elementos traço em sedimento superficial da baia de guanabara rio de janeiro rj,ciencias biologicas,
120182,502314179930901,5615156658442103,doutorado,2008.0,2013,biologia celular e molecular,universidade federal do paraná,análise epigenética de células tronco mesenquimais da medula óssea na indução adipogênica,ciencias biologicas,
1275392,6303382961871353,7847225707499779,doutorado,2007.0,2012,psicobiologia,universidade federal de são paulo,modulação do sistema glutamatérgico sobre os efeitos da privação de sono a importância dos receptores ampa,,
780371,2019448857205643,7904227795652627,doutorado,1996.0,2001,ciências e engenharia de materiais,universidade de são paulo,preparação de fibras monocristalinas dos compostos realo3 e revo4 re la gd e y através de um processo de fusão a laser micro controlado,engenharias,
731670,1712482146493680,3783630451265450,doutorado,2013.0,2016,saúde coletiva,universidade estadual de campinas,deficiência física e promoção da saúde o lugar do sujeito,,
1317578,7722873668622044,6963715853921830,mestrado,1999.0,2003,engenharia de produção,universidade federal do rio de janeiro,inovação no varejo de ótica abordagem baseada na estrutura de valor do cliente,engenharias,engenharia de produção
1002816,7409756675845441,3558164788327179,pos-doutorado,,2011,,universidade federal de goiás,,ciencias agrarias,
87618,6721776523175881,360286422550487,mestrado,2015.0,2017,arquitetura e urbanismo,universidade federal do espírito santo,são mateus do lugar à vila,ciencias sociais aplicadas,
1079863,4191944614921551,7526352847689927,mestrado,1996.0,1999,ciências da nutrição,universidade federal da paraíba,avaliação do programa de atividade física na melhora da função pulmonar crescimento e desenvolvimento da criança asmática,ciencias da saude,
461426,1992149232015471,10340761,mestrado,,1988,engenharia civil,pontifícia universidade católica do rio de janeiro,introducao ao estudo de elementos estruturais sujeitos a explosoes convencionais,,
1247136,6024055344777721,5921941632416939,doutorado,2009.0,2010,letras,universidade presbiteriana mackenzie,o discurso histórico e o discurso literário na obra de jorge andrade,linguistica letras e artes,
1089084,8661248119285296,4270348118279051,mestrado,2013.0,2015,ciência da computação,universidade federal de sergipe,abordagem dirigida a modelos para implantação automática de software em nuvem,ciencias exatas e da terra,
491216,9404811031167076,10386662,mestrado,,2017,psicologia,universidade federal do amazonas,a compreensão dos discursos de enfermeiras acerca das terapias invasivas à criança convivendo com câncer na uti à luz da psicologia fenomenológico existencial,ciencias humanas,
1030340,3781116210567482,5882074143009610,mestrado,2015.0,2017,geografia,universidade federal de goiás,a produção geográfica sobre o cerrado em goiás estado da arte território e natureza,,
1240668,5838290185532582,7083982928119113,doutorado,2012.0,2016,ciência animal,universidade federal de goiás,aditivos proteicos sequestrantes de umidade na ensilagem de gramíneas tropicais,ciencias agrarias,
434333,1081378643209602,10300366,mestrado,,2011,distúrbios da comunicação,universidade tuiuti do paraná,análise acústica e imagem da emissão de vogais em cantores líricos e populares,ciencias da saude,
198901,852801812714537,10353642,mestrado,,2014,educação física,universidade federal de mato grosso,validação do instrumento sqas service quality of healt fitness clubs para o cenario brasileiro,ciencias da saude,
353351,5662623397801990,10179176,mestrado,,2018,mestrado em gestão e desenvolvimento da educaçã,centro estadual de educação tecnológica paula souza,formação docente da educação profissional e tecnológica no instituto federal de educação ciência e tecnologia de são paulo 2008 2015,ciencias humanas,
1200785,8895005186201315,5365479519231097,mestrado,2010.0,2012,ciências farmacêuticas,universidade federal de minas gerais,polissacarídeos da alga marinha lithothamnion muelleri obtenção caracterização química e atividade antiartrítica,ciencias da saude,
182864,3048287060208404,777686398588235,mestrado,2017.0,2019,produção vegetal,universidade do estado de santa catarina,dinâmica do perfilhamento em pastos de capim quicuiu e festuca cultivados em associação,,
498298,1519118970291103,10397224,doutorado,,2001,medicina otorrinolaringologia,faculdade de ciências médicas da santa casa de são paulo,identificação do mycoplasma pneumoniae na rinossinusite crônica por meio da reação em cadeia por polimerace pcr,ciencias da saude,
64965,5661286013847300,267448743551473,pos-doutorado,,2017,,universidade federal da bahia,,,
227560,5670826978849599,981316123981932,pos-doutorado,,2015,,faculdade de odontologia de piracicaba unicamp,,,
352122,7840233438218177,10177410,mestrado,,1999,clínica médica,universidade federal do rio de janeiro,avaliação do prognóstico da síndrome de angústia respiratória do adulto,ciencias da saude,medicina
369676,10203433,9332253205990679,doutorado,1984.0,1986,higiene e tecologia do leite,justus liebig universität gießen,untersuchungen zur subklinischen mastitis der ziege unter besonderer beruecksichtigung der micrococcaceae,ciencias agrarias,
623418,8167564974721724,1076208191379923,doutorado,2000.0,2006,carrera de posgardo de doctorado en derecho,universidad nacional de rosario,aspectos innovadores en la transacción y la conciliación formas de disminuir el número de prestaciones jurisdiccionales civiles,,
100645,417073418822973,6813025953860202,doutorado,2000.0,2003,engenharia civil,universidade de são paulo,simulação de fechamento de trinca através do métodos elementos finitos,engenharias,
1325269,9388815026024019,7101004030321613,doutorado,1994.0,1998,engenharia engenharia de produção,universidade de são paulo,uma contribuição aos sistemas de apoio à decisão para melhoria da qualidade,ciencias sociais aplicadas,administração
633038,9042913485432336,1128567831503121,doutorado,1996.0,2001,ciências microbiologia,universidade federal do rio de janeiro,diversidade fenotipica e genotipica de enterococcus isolados em porto alegre rio grande do sul,ciencias biologicas,
35174,4348039844286290,145185667379323,mestrado,2001.0,2003,história,universidade estadual paulista júlio de mesquita filho,modernização nas relações de trabalho a propósito da criação do núcleo intersindical e conciliação trabalhista de patrocínio mg,ciencias humanas,
1280763,6380901014170084,9824142431630397,doutorado,2014.0,2018,cuidado em saúde e gestão de sistemas,universidade estadual paulista júlio de mesquita filho,evolução bioquímica nutricional e condição psicológica em cirurgia bariátrica estudo de coorte de 2 anos,,
1313352,8312780135209674,6888610604888779,mestrado,1973.0,1975,botânica,universidade federal do rio grande do sul,gramineas das subtribos brominae e melicinae poeae no rio grande do sul,ciencias biologicas,
519319,10428561,7751813640179854,mestrado,2015.0,2017,mestrado,florida christian university,avaliação dos recursos financeiros e materiais da rede municipal de ensino do município de zé doca do estado do maranhão brasil no ano de 2016,ciencias humanas,
1180049,5148511359824956,8568476706329281,doutorado,2011.0,2014,botânica,universidade federal rural de pernambuco,enantiostilia e relações reprodutivas em espécies da subtribo cassiinae fabaceae caesalpinioideae,ciencias biologicas,
468948,1035237489185642,3280457038933445,doutorado,2001.0,2005,medicina otorrinolaringologia,universidade federal de são paulo,relação entre colesteatoma humano e matriz metaloproteinase 2,ciencias da saude,medicina
1073571,8658366834342554,4137858358711014,doutorado,1987.0,1993,educação,universidade estadual de campinas,a psicologia histórico dialética para os cursos de licenciaturas,ciencias humanas,
315447,9329141996770630,10122896,mestrado,,2011,direito direito e desenvolvimento,universidade federal do ceará,eutanásia crime contra a vida ou direito fundamental,ciencias sociais aplicadas,
823384,9556738277476279,2285054452181537,mestrado,2009.0,2011,engenharia elétrica,universidade presbiteriana mackenzie,uma abordagem de compressão de imagens através de sistema de funções iteradas,ciencias exatas e da terra,matemática
