,source_id_lattes,target_id_lattes,academic_degree,start_year,conclusion_year,course,institution,thesis,major_area,area
1566,8897943441824788,5609002723983,mestrado,2015.0,2017,direito,pontifícia universidade católica do rio de janeiro,direito e felicidade uma análise crítica a partir da filosofia experimental e da psicologia comportamental,ciencias sociais aplicadas,
409776,3859775879893716,10263794,mestrado,,2019,engenharia civil,universidade de são paulo,weathering study of the gneissic rock mass from the monte seci tunnel region southeastern brazil,engenharias,
13540,52389605559063,2777648316494916,mestrado,1999.0,2006,educação,universidade de cuiabá,pontos e contrapontos do processo gestinário de uma instituição de ensino na cidade de poxoréu mt,ciencias humanas,
1211311,7994024916430514,5479446295078583,mestrado,2011.0,2014,engenharia de sistemas agrícolas,escola superior de agricultura luiz de queiroz,determinação da temperatura retal e frequência respiratória de suínos em fase de creche por meio da temperatura da superfície corporal em câmara climática,ciencias agrarias,
234309,2857024048442237,10004271,mestrado,,2017,memória social e bens culturais,universidade la salle,festa do butiá em giruá 2003 2016 memórias e trajetória,ciencias humanas,
736954,1745187242372454,8938533709378342,mestrado,2014.0,2016,ciências odontológicas,universidade de são paulo,eficácia e aceitabilidade do tratamento de lesões iniciais de cárie proximais usando cariostático em adolescentes um estudo randomizado e controlado com placebo,ciencias da saude,
456584,8612340815622413,10332745,mestrado,,2012,biotecnologia industrial,universidade federal de pernambuco,produção e caracterização de membranas biocelulósica com aditivos bioativos,,
111739,10146361,462309881050224,mestrado,2009.0,2012,educação,universidade federal de alagoas,personagens em histórias inventadas por alunos de escola pública e escola particular a intertextualidade nas nomeações,,
603835,10555390,1078736284302049,doutorado,2007.0,2012,doutoramento em saúde pública escola nacional de,universidade nova de lisboa,web assisted tobacco intervention in portuguese intentions to make behavioural changes and behavioural changes,,
1094908,9995118835810649,4319024979542296,doutorado,2013.0,2017,bioquímica,universidade federal de santa catarina,mecanismos de neurotoxicidade induzida pela administração de lps e paraquat,,
1184503,9311555269988027,5194088002465723,pos-doutorado,,2014,,universidade estadual de montes claros,,,
143872,604511258822899,1312094898634538,mestrado,2013.0,2015,agronomia agricultura e ambiente,universidade federal de santa maria,diversidade da nematofauna em pomares de videira com sintomas de declínio e agressividade de mesocriconema xenoplax,ciencias agrarias,
780329,2019284362088261,8520009279907695,mestrado,2009.0,2010,enfermagem e saúde,universidade estadual do sudoeste da bahia,dinâmica da acessiblidade masculina ao programa de saúde da família,ciencias da saude,
978182,3369854228702113,4940397826682341,doutorado,2012.0,2016,ciência animal,universidade estadual de londrina,vigilância e epidemiologia molecular da raiva em mato grosso do sul brasil,ciencias agrarias,
1316821,6948765434891428,7102492567043518,doutorado,2009.0,2011,ciências da cirurgia,universidade estadual de campinas,avaliação clínica do grau de sensibilidade cutânea na região mentoniana e de lábio inferior em pacientes tratados por meio de osteotomia sagital bilateral da mandíbula,,
739825,1763418523296456,3288539865097933,mestrado,2009.0,2010,recursos hídricos e saneamento,universidade federal de alagoas,avaliação da contaminação das águas subterrâneas por atividade cemiterial na cidade de maceió,,
369454,10203127,7248901079921494,mestrado,2008.0,2011,ciências da educação,universidad politécnica y artística del paraguay,evasão escolar no cies causas e consequências,,
250956,8320476763564207,10028450,mestrado,,2015,comunicação,universidade federal de sergipe,1ª conferência nacional de comunicação e o mercado de televisão no brasil propostas atores e resultados,ciencias sociais aplicadas,
658598,7473388019599779,1275535624435246,pos-doutorado,,2008,,universidade federal de santa catarina,,ciencias sociais aplicadas,
975670,3351678365014905,5162705165485405,mestrado,,2002,educação,universidade de são paulo,o ensino de análise combinatória,ciencias humanas,
1327726,7144215949034937,8073512824481917,mestrado,2014.0,2015,engenharia de materiais,instituto federal do piauí,análise quantitativa de fases em matérias primas cerâmicas desenvolvimento e validação de software com programação em matlab adequada ao método de análise racional ufsc,,
1181972,5168545718455899,6658707023651853,mestrado,2010.0,2012,programa de pós graduação em engenharia elétrica,universidade federal do pará,design de nanodispositivos eletroluminescentes baseados no alq3,engenharias,
264810,10047956,5312071022205725,doutorado,1995.0,2001,ciências microbiologia,universidade federal do rio de janeiro,campylobacter jejuni e campylobacter coli estudo epidemiológico de cepas isoladas do homem e de animais,ciencias biologicas,
352207,7226228571158486,10177517,mestrado,,2013,engenharia elétrica,universidade federal do rio de janeiro,nova abordagem para separação cega de fontes em contexto reverberante,engenharias,
698036,3273490233134293,1504997267303082,mestrado,1999.0,2001,piscologia experimental analise do comportamento,pontificia universidade catolica desao paulo,investigação dos efeitos do reforçamento na sessão terapêutica de relatos de eventos privados relatos de relações entre eventos privados e variáveis externas e relatos de relações entre eventos ambientais e respostas abertas,ciencias humanas,psicologia
662751,9110409423559918,1298229141392465,doutorado,2000.0,2003,agronomia produção vegetal,universidade estadual paulista júlio de mesquita filho,estudo do potencial de fusarium graminearum como agente de controle biológico de egeria densa e e najas,ciencias agrarias,agronomia
1134471,8208706217980581,4679503501437280,mestrado,2005.0,2006,ciências agrárias,universidade de brasília,avaliação do plasma seminal em equinos,ciencias agrarias,
310143,4824495329127017,10115314,mestrado,,2018,programa de pós graduação em matemática,universidade estadual de maringá,funções contínuas e não deriváveis em ponto algum,,
530372,3089541052795097,10444854,mestrado,,2003,mestrado em turismo,centro universitário ibero americano,análise do impacto ambiental no percurso da,ciencias sociais aplicadas,
1018832,9941464654933458,3688591495304955,mestrado,2010.0,2012,ensino de língua e literatura,universidade federal do tocantins,escola de tempo integral e letramento literário um estudo sobre a formação de leitores,,
832112,8297390751229684,2338312283014501,mestrado,,2016,engenharia de produção,universidade estadual do norte fluminense darcy ribeiro,aplicação de uma metodologia unificada entre simulação computacional e planejamento sistemático de layout em uma pequena empresa do setor alimentício do norte do estado do rj,,
771563,1963796283455237,9755464013860628,doutorado,1999.0,2003,bioquimica,universidade de sao paulo,trypanosoma cruzi e a interação com a matriz extracelular modelagem da proteína tc85 11 e determinação do sítio de ligação a laminina,ciencias biologicas,bioquímica
323942,10135475,4246247820360282,doutorado,2004.0,2008,medicina cirurgia plástica,universidade federal do rio de janeiro,plasma rico em plaquetas estudos de obtenção e utilização em cirurgias de enxertos de pele,ciencias da saude,
692378,1466202330245628,6493269080354429,mestrado,2015.0,2017,educação e contemporaneidade,universidade do estado da bahia,educação ambiental na formação docente análise das propostas curriculares dos cursos de pedagogia da uneb,ciencias humanas,
647084,8175635608970623,1212067721809695,mestrado,2013.0,2015,física,universidade do estado do rio de janeiro,análise multielementar em peças de ouro antigo utilizando fluorescência de raios x por dispersão em energia,engenharias,
8022,1206034457151489,30745448607633,doutorado,,2012,ciência política,departamento de ciência política usp,no limiar da ordem global o brasil depois da guerra fria 1989 2001,ciencias humanas,
1072013,4123700143485891,8050292666249089,doutorado,,2019,urbanismo,universidade federal do rio de janeiro,cidades in visíveis a percepção do espaço complexo,,
629314,6531889931012965,1106887752581120,doutorado,2014.0,2018,matemática,universidade federal de santa catarina,estrutura de ideais em álgebras de steinberg,ciencias exatas e da terra,
794338,5581960064615402,2103925286785338,mestrado,2010.0,2013,filosofia,universidade federal de santa catarina,a religião na fenomenologia do espírito de hegel,ciencias humanas,
140557,8422829138096051,590269872577715,mestrado,2015.0,2017,alimentos e nutrição,universidade estadual paulista júlio de mesquita filho,avaliação de cultivos de kappaphycus alvarezzi em diferentes condições climáticas caracterização química e aproveitamento do resíduo gerado após o processamento de carragena,,
1130293,7851019818083889,4640692892450744,mestrado,2008.0,2010,letras e linguística,universidade federal de goiás,o uso de estratégias de comunicação no contexto de sala de aula de língua inglesa um estudo de caso,,
1215282,6474240798904132,5522678651987937,mestrado,2000.0,2002,biologia diversidade e manejo de vida silvestre,universidade do vale do rio dos sinos,adaptação do índice de integridade biótica de peixes para riachos das bacias dos rios dos sinos e gravataí santo antônio da patrulha rs,ciencias biologicas,ecologia
1206571,5428174989056581,9421224639138350,mestrado,2009.0,2012,música,universidade federal do rio de janeiro,joca juca e o pé de jaca a coerência entre a inflexão do discurso musical e seu discurso poético,linguistica letras e artes,
1023097,7761998399108960,3724140466352207,doutorado,2013.0,2017,geografia,universidade estadual de campinas,caracterização do manto intempérico em morros residuais de santos sp subsídios para compreensão de movimentos de massa,ciencias exatas e da terra,
42327,9330982575841503,173804012532406,mestrado,2015.0,2017,engenharia elétrica,universidade estadual de campinas,método de análise de conhecimento multidisciplinar utilizando jogos digitais,ciencias exatas e da terra,
1364540,7952357764139600,8042342466024186,doutorado,2008.0,2012,fisiopatologia clínica e experimental,universidade do estado do rio de janeiro,associação da adiposidade corporal total e central com marcadores inflamatórios e metabólicos em pacientes com doença renal crônica na fase não dialítica,ciencias da saude,
230317,3410067114297676,994126406537428,doutorado,2007.0,2011,ciências farmacêuticas,universidade estadual de maringá,atividade antileishmania de extrato bruto e de substâncias isoladas de porophyllum ruderale jacq cass em leishmania amazonensis,,
880675,4640320476003795,2662152309315656,mestrado,2008.0,2009,computação,universidade federal de santa maria,refatoração de programas de alto desempenho,ciencias exatas e da terra,
1272523,9828116606137239,6261742497940797,mestrado,2011.0,2013,comunicação social,pontifícia universidade católica do rio grande do sul,as múltiplas prisões femininas um estudo sobre textos e contextos midiáticos no ambiente prisional,ciencias sociais aplicadas,
517858,4817514858275379,10426379,mestrado,,2014,ciência animal e pastagems,universidade federal rural de pernambuco,potencial nutritivo de plantas consumidas por caprinos em uma área de caatinga antropizada,,
403190,4348383152890244,10254124,mestrado,,2018,mestrado profissional em políticas públicas e desenvolvimento,instituto de pesquisa econômica aplicada df,oportunidades de avanço institucional na governança das estatais brasileiras,ciencias sociais aplicadas,
25782,105178485100219,4286867933919016,mestrado,,2001,psicologia,universidade católica de brasília,mãe biológica e doação de criança a institucionalização do abandono um estudo de caso,ciencias humanas,
527813,3593833602651976,10441084,doutorado,,2001,geologia,universidade de brasília,características isotópicas rb sr e sm nd do magmatismo dos andes colombianos,ciencias exatas e da terra,
573982,2439691565470388,10510212,pos-doutorado,,2014,,universidade do estado de santa catarina,nano e micropartículas de quitosana para encapsulação e liberação controlada de fertilizantes,,
247297,9795645966787486,10023108,mestrado,,2011,fonoaudiologia,pontifícia universidade católica de são paulo,oficina de linguagem no programa de saúde da família dispositivo de cuidado e promoção à saúde,ciencias da saude,
717932,4512517971941945,1623993218503802,doutorado,,2010,pós graduação em ciencias da saude,pontifícia universidade católica,avaliação das alterações precoces esclerocoriorretinianas observadas em coelhos hipercolesterolêmicos tratados com rosiglitazona,,
1157590,4921659299780500,5805856744634450,doutorado,2004.0,2009,tecnologia nuclear,universidade de são paulo,síntese análise purificação e biodistribuição em modelo animal do radiofármaco 177lu dotatato para uso diagnóstico e terapêutico em tumores neuroendócrinos,ciencias biologicas,
1403038,9861339870761985,9668447751087972,mestrado,2008.0,2011,genética e biologia molecular,universidade estadual de campinas,rpb4 uma subunidade não muito convencional da rna polimerase ii estudos em cana de açúcar,ciencias biologicas,genética
944821,3122691766255654,9735120051439207,mestrado,2012.0,2014,medicina e saúde humana,escola bahiana de medicina e saúde pública,a influência em mulheres com sobrepeso e obesidade no volume atrial esquerdo,ciencias da saude,
1090916,8520761645544087,4286430206412578,mestrado,2001.0,2003,filosofia,pontifícia universidade católica de campinas,fundamentos da bioética estudo sobre o pensamento de h t engelhardt,,
884978,2692541273950450,7337125039379689,mestrado,2006.0,2008,ciência da computação,universidade federal de viçosa,integração padrões de análise e ontologias de domínio um estudo de caso no domínio de gestão urbana,ciencias exatas e da terra,
266871,8548022934019416,10051063,mestrado,,2014,mestrado em ciências da educação,universidade do minho,génese e mudanças nos agrupamentos de escolas perspetivas dos professores do 1º ciclo do ensino básico,,
127465,2468028807671937,535501830903598,doutorado,2010.0,2016,sociologia,instituto de estudos sociais e políticos uerj,ensaios sobre as transformações das finanças públicas brasileiras,ciencias humanas,
1128140,4622233921947299,5911645527104170,mestrado,2012.0,2014,enfermagem,universidade federal de são paulo,a dança na escola uma perspectiva de pais e professores sobre as danças reproduzidas por corpos infantis,ciencias da saude,
300737,7153341554111379,10101776,mestrado,,2001,occupational therapy,new york university,2001 cannon christy restrictions in mobility among frail elderly,ciencias da saude,saúde coletiva
334659,9073409107055774,10151623,mestrado,,2014,engenharia biomédica,universidade brasil,avaliação do efeito da ozonólise em leitos hospitalares,engenharias,
1272054,8312936087083170,6254671213692941,doutorado,2005.0,2008,ciências dos alimentos,universidade federal de lavras,caracterização bioquímica de bactérias psicrotróficas de tanques de refrigeração de leite e formação de biofilme por pseudomonas fluorescens e staphylococcus aureus em aço inoxidável,ciencias agrarias,ciência e tecnologia de alimentos
490806,7111726507161580,10386046,mestrado,,1979,letras,universidade federal da paraíba,emprego das preposições atualização nas redações do vestibular 1979,linguistica letras e artes,
265555,10049070,7332737155746419,mestrado,2011.0,2012,littérature comparée,universidade de paris sorbonne iv,a personagem feminina entre o exotismo e a diabolização carmen de merimée e rita baiana de alvares de azevedo,,
950354,7084497798193051,3163130946442004,doutorado,1978.0,1982,hidrologia,universidade de são paulo,precisão espacial de estimativas de precipitação com radar hidrometeorológico,,
924648,3073406772943953,2979649882281128,mestrado,2002.0,2005,análise regional,universidade salvador,participação popular orçamento participativo e inversão de prioridade a experiência de vitória da conquista bahia 1997 2002,ciencias sociais aplicadas,administração
208642,896060959622431,1195670255754221,doutorado,2010.0,2014,nanociências e materiais avançados,universidade federal do abc,blendas de polietileno reforçado com cargas nanométricas e resíduos de pneu desvulcanizados via micro ondas,engenharias,
665787,1314611892212586,6178221697014008,mestrado,2017.0,2019,mestrado em direito empresarial e cidadania,centro universitário curitiba,a boa fé objetiva como princípio de garantia de existência e de validade da negociação coletiva amplitude e limites da norma coletiva,ciencias sociais aplicadas,
347899,1067410443144841,10171541,mestrado,,2004,biotecnologia,universidade federal de santa catarina,análise comparativa da reatividade cruzada de formas tripomastigotas e epimastigotas de trypanosoma rangeli e trypanosoma cruzi frente a soros de pacientes chagásicos,ciencias biologicas,
956608,3207715700779256,8496962610171855,doutorado,2012.0,2016,fitopatologia,universidade de brasília,caracterização morfológica enzimática e molecular de populações brasileiras de meloidogyne spp identificação e sinonimização de espécies,ciencias biologicas,
82088,339273884243637,5466673295593228,doutorado,2004.0,2008,letras,universidade federal do rio grande do sul,emily dickinson in her private bubble poems letters and the condition of presence,linguistica letras e artes,
503838,2259791613980022,10405694,mestrado,,1994,,universidade federal de pernambuco,taxonomia do genero cenostigma leg caes,,
311575,1404677789393501,10117509,mestrado,,2015,mestrado profissional em biotecnologia,universidade estadual de montes claros,estrutura e compostos bioativos em semente de magonia pubescens sapindaceae,,
1393008,8911091115987549,8985966739384829,mestrado,2014.0,2016,programa de pós graduação em saude coletiva,universidade federal do rio grande do norte,avaliação da adesão ao tratamento e controle no diabetes mellitus na atenção primária à saúde,,
937961,9170893104155674,3075044604784800,mestrado,,2016,engenharia industrial,universidade federal da bahia,hidrólise de óleos e gorduras residuais em água subcrítica para a produção de biodiesel,engenharias,
953702,3188665123953039,9649341991264306,doutorado,2007.0,2012,ciências sociais,universidade federal do rio grande do norte,o corredor cultural espaço de materialização da exclusao social em mossoró rn,ciencias sociais aplicadas,
1331242,7208995242634887,9338040648785566,mestrado,1997.0,1999,ciência da informação,pontifícia universidade católica de campinas,direito autoral de artigos científicos em rede automatizada perspectiva de editores e referees,ciencias sociais aplicadas,ciência da informação
832696,2342739419247924,6897204167311744,doutorado,2012.0,2017,ciências da computação,universidade de são paulo,dynamic resource allocation for elastic systems based on scalability modeling,,
1046013,3904612133410120,8956978754865342,mestrado,2016.0,2018,psicologia,universidade federal do paraná,associações entre parâmetros da microestrutura do sono e inteligência em estudantes universitários,ciencias humanas,
590358,10535169,3899175882403489,doutorado,1998.0,2002,história,universidad nacional del centro de la provincia de buenos aires,los intelectuales autoritarios argentinos en el siglo xx,,
506016,1040879768068134,7391256471864674,mestrado,2015.0,2017,agronomia,universidade federal da grande dourados,determinação da folha diagnóstico e avaliação do estado nutricional de canola brassica napus l,ciencias agrarias,
935843,3058512809761818,8372569217064422,doutorado,1999.0,2004,ciências biológicas biologia molecular,universidade de brasília,propeptídeos como inibidores de proteinases cisteínicas perspectivas biotecnológicas,ciencias biologicas,
124448,4161307140465507,523085003125420,doutorado,2006.0,2012,ciência política,universidade do estado do rio de janeiro,a política de dar dinheiro e a política causas e efeitos das experiências de transferência condicionada no brasil e no méxico,ciencias humanas,ciência política
985794,3426369324110716,3981128306152418,doutorado,2000.0,2003,medicina e ciências da saúde,pontifícia universidade católica do rio grande do sul,declínio cognitivo em idosos socialmente ativos e sua associação com indicadores de saúde e o polimorfismo da apolipoproteína e,ciencias da saude,
209163,9888931686117078,898846027228709,doutorado,2010.0,2012,zootecnia,universidade federal de viçosa,níveis e planos nutricionais de lisina digestível para suínos machos do crescimento à terminação,ciencias agrarias,
579277,10518128,6581246766446856,mestrado,1979.0,1983,engenharia civil,universidade federal do rio de janeiro,análise de estruturas laminares pelo método da energia dicretizada,,
963698,3259216014182020,8716263276368919,mestrado,2003.0,2004,ciências sociais gestão das cidades,pontificia universidade católica de minas gerais,o orçamento participativo comomecanismo de accountability as experiências de porto alegre belo horizonte goiânia são paulo e recife,ciencias sociais aplicadas,
1044444,3893936996168895,8632512286885664,mestrado,2013.0,2015,engenharia hidráulica e saneamento,universidade de são paulo,avaliação do impacto da substituição de pastagem por eucalipto na recarga de aquífero freático,engenharias,
301864,10103290,5429924634926528,mestrado,1979.0,1981,história,universidade federal fluminense,o declínio político econômico do nordeste e sua relação com o fim da escravidão,,
1285303,6447472108833153,9546380238173906,mestrado,2008.0,2010,ciências naturais e da saúde,centro universitário de caratinga,perfil das intoxicações exógenas em um pronto atendimento médico do município de caratinga mg,,
1328742,9544258230755043,7161195129409496,mestrado,2014.0,2015,produção vegetal,universidade federal de minas gerais,uso e ocupação do solo em assentamentos rurais no norte de minas gerais,,
256001,4351260629073000,10035330,mestrado,,2018,ciências da nutrição e do esporte e metabolismo,faculdade de ciências aplicadas unicamp,suplementação com folhas de beterraba beta vulgaris l melhora parâmetros bioquímicos e antropométricos de pacientes obesos e dislipidêmicos,ciencias da saude,
241166,10014331,2435609680266254,mestrado,2002.0,2004,mestrado em educação,universidade são francisco,saberes presentes na prática do trabalhadores do comércio uma abordagem curricular,ciencias humanas,
1317343,6959796173185352,7908399008655766,doutorado,1997.0,2003,engenharia elétrica,universidade federal de santa catarina,formas normais e inferencia em logica de primeira ordem,ciencias exatas e da terra,ciência da computação
325674,10137910,3539520518342914,mestrado,1998.0,1999,literacy education esl concentration letras,university of southern maine,comprehensive examination,linguistica letras e artes,
11701,48105741598417,44952609326439,mestrado,,2002,odontologia,universidade de brasília,análise da composição química do esmalte e a cárie,ciencias da saude,
1340161,8602899861883239,7380875113840766,mestrado,2009.0,2010,fisioterapia,universidade estadual paulista júlio de mesquita filho,efeito de uma pré temporada em paramêtros anaeróbios e comparação de parâmetros aeróbios e anaeróbios em futebolistas de diferentes categorias,ciencias da saude,
151378,8488119295144631,638289717015836,mestrado,,2002,letras,universidade do estado do rio de janeiro,língua e estilo a ironia e o humor em luís fernando veríssimo,linguistica letras e artes,
143334,602507472745269,853742404369096,mestrado,2012.0,2014,psicologia,pontifícia universidade católica de goiás,análise funcional dos relatos de disfunção erétil,,
1136785,4702941668727146,7635659264503742,mestrado,,2006,mestrado em planejamento do desenvolvimento,núcleo de altos estudos amazônicos,articulação institucional como instrumento de análise e intervenção,,
1233612,5749997130092050,9359629642153880,doutorado,,2016,programa de pós graduação em odontologia,universidade federal de pelotas,reparo em restaurações de resina composta longevidade clínica e relevância para a odontologia,,
458708,8796668741094021,10336487,mestrado,,2008,programa de pós graduação em antropologia social,universidade federal do rio grande do sul,conflitos socioambientais e concepções de natureza entre kaingangs e conselheiros da floresta nacional de passo fundo,ciencias humanas,
148688,4643717680536039,625274668783756,mestrado,2014.0,2016,extensão rural e desenvolvimento local,universidade federal rural de pernambuco,agricultura familiar associativismo e desenvolvimento local o caso do arranjo produtivo local da caprinocultura no sertão do moxotó em pernambuco brasil,,
1357707,7772584388294132,8389159617719697,doutorado,2007.0,2011,direito,universidade do estado do rio de janeiro,direito internacional em matéria de água doce conteúdo formas e efetividade,ciencias sociais aplicadas,
664826,4982723988716062,1310009062431662,mestrado,2012.0,2014,ciência e tecnologia ambiental,universidade estadual da paraíba,determinação da toxicidade aguda e crônica de cromo hexavalente cr vi para a biomassa em sistemas de lodo ativado aplicando a respirometria como técnica de avaliação,,
366861,10199092,2510060524401444,doutorado,1992.0,1997,veterinary medicine,university of minnesota system,lifetime productivity of female swine,ciencias agrarias,
1188339,6474251573756037,5232992986719552,doutorado,2007.0,2012,biologia,illinois state university,mechanisms of ecological succession in the aquatic larval diptera communities of artificial containers,,
420408,10279918,7001898115761927,mestrado,1978.0,1980,agronomia,universidade federal de viçosa,efeito do metrubuzin trifluralin e oryzalin na produção de soja,,
1321264,7739202251739546,7032215448844538,mestrado,2012.0,2014,dança,universidade federal da bahia,instalação coreográfica crítica e limiar,,
228924,2539473185665561,987952147361141,mestrado,2000.0,2002,ciência da motricidade humana,universidade castelo branco,construto epistemológico da ciência da motricidade humana uma contribuição de um ciclo hermenêutico e dialético e da técnica delphi,ciencias da saude,
577645,10515638,4930779773446376,mestrado,2011.0,2015,marketing internacional,universidade de la plata,el uso del marketing digital para crear una empresa virtual para servicios de gestión de proyectos en sudamérica,ciencias sociais aplicadas,
1310171,7422951276755637,6833843577556103,mestrado,,1986,engenharia civil c grande,universidade federal da paraíba,analise da frequencia de precipitacoes multi diarias para o estado da paraiba,,
864487,2551244866523249,9454790488950880,mestrado,2011.0,2013,agronomia,universidade federal de pelotas,matéria orgânica e qualidade estrutural de um latossolo sob cultivo de cana de açúcar no rio grande do sul,,
114219,8494016720197334,472429883116371,mestrado,2010.0,2013,desenvolvimento sustentável e qualidade de vida,centro universitário das faculdades associadas de ensino,qualidade de vida e a relação com o trabalho percepção do enfermeiro docente,ciencias da saude,
480671,4269171457216241,10370064,mestrado,,2015,mestrado profissional em avaliação em saúde,instituto de medicina integral prof fernando figueira,análise de implantação do centro de informações estratégicas de vigilância em saúde de pernambuco,ciencias da saude,
859883,2522115030733208,9199236801103848,mestrado,2016.0,2018,administração,universidade federal de viçosa,relação entre os fatores socioeconômicos e políticos dos municípios brasileiros e a corrupção e a má gestão em seus gastos com o ensino básico,ciencias sociais aplicadas,
24711,234920940703210,101684553404997,doutorado,2013.0,2017,química orgânica,universidade federal de viçosa,a stereoselective vinylogous aldol reaction of tetronamides and synthesis of rubrolides 946 substituted butenolides,,
1248411,5937662509987802,7242105350057636,mestrado,2016.0,2018,ciências farmacêuticas,universidade federal de alfenas,participação do nfkb e das metaloproteinases nas alterações renais induzidas pelo diabetes em ratos,,
1312767,6878697355639730,9863017740356667,mestrado,2000.0,2004,economia,universidade de são paulo,inovação tecnológica na indústria brasileira uma análise setorial,ciencias sociais aplicadas,
1257021,6048854569786460,6437959556217825,doutorado,1996.0,2000,ciência e tecnologia de polímeros,universidade federal do rio de janeiro,processamento reativo de misturas de pet poliamida 6 na presença de fosfito orgânico,engenharias,
395765,1024260240075344,2053790360952885,doutorado,,2016,teatro,universidade do estado de santa catarina,modo operativo and mo and o incomum em comum,linguistica letras e artes,
72581,1675302486214397,300560588021622,mestrado,2004.0,2007,fundamentos sociais da arquitetura e do urbanismo,faculdade de arquitetura e urbanismo da universidade de são paulo,pré fabricação e a obra de eduardo kneese de mello,ciencias sociais aplicadas,
336280,10154117,6137834842733049,mestrado,2004.0,2005,mestrado,universidad técnica de comercialización y desarrolo,a importancia da literatura infantil na formação do leitor,ciencias humanas,
410384,4467359922427457,10264646,pos-doutorado,,2013,,universidade do estado do rio de janeiro,,ciencias humanas,
1394318,9749575561565039,8979940705801243,mestrado,2016.0,2018,enfermagem psiquiátrica,universidade de são paulo,as reinternações psiquiátricas hospitalares no contexto da consolidação dos centros de atenção psicossocial caps e da rede de atenção psicossocial raps,ciencias da saude,
1113004,4485209823374151,6492445389385345,mestrado,2009.0,2011,meteorologia,instituto nacional de pesquisas espaciais,análise comparativa de complexos convectivos de mesoescala através de simulações de modelo e observações de satélite,ciencias exatas e da terra,
958828,3225091821778047,3614715219376553,mestrado,2014.0,2016,biologia animal,universidade federal do rio grande do sul,revelando a diversidade críptica do geco do pampa homonota uruguayensis squamata phyllodactylidade uma abordagem molecular e morfológica,,
1015621,4970185830248841,3662975065070488,doutorado,2015.0,2019,educação,universidade federal de minas gerais,a resolução de problemas conceituais em física uma análise a partir da teoria da atividade,ciencias humanas,
120211,1814222047018585,502486224061547,mestrado,2012.0,2012,saúde coletiva,universidade do vale do rio dos sinos,não definido,ciencias da saude,saúde coletiva
759870,7041482337877597,1890431576280053,mestrado,2012.0,2015,direito,universidade metropolitana de santos,os crimes de tortura e maus tratos um confronto,,
791132,3253083752578585,2083180307298748,mestrado,2015.0,2017,administração,universidade do grande rio,consumo e violência no funk proibidão,ciencias sociais aplicadas,
1281861,8434128019700380,6397202897517066,doutorado,2012.0,2016,sociologia,universidade federal do paraná,desenvolvimento regional e usinas hidrelétricas no contexto da última fronteira hidroenergética brasileira uma reflexão a partir do licenciamento ambiental da uhe teles pires,ciencias humanas,
118365,2316737308324362,492132294823489,doutorado,2014.0,2015,comunicação,universidade federal fluminense,gênero e política o uso da emoção na construção de líderes políticas na américa latina,,
508586,10412628,5620154789003851,mestrado,1987.0,1988,lettere moderne,università degli studi di firenze,caspar cruciger in epistolam pauli ad timotheum priorem commentarius dictatus in schola vuittenbergensi strasbourg müller krafft 1540 edizione e commento,,
90940,660554259922935,374569748462904,mestrado,2012.0,2014,fisioterapia,universidade federal de pernambuco,influência do número de horas da terapia por realidade virtual na recuperação motora do membro superior parético de indivíduos após acidente vascular encefálico,ciencias da saude,
687447,1438381290031148,9812955813049596,mestrado,2017.0,2019,engenharia mecânica,universidade federal de campina grande,obtenção e caracterização das ligas ni co p obtidas por eletrodeposição,engenharias,
138475,580589259901371,5364664752032926,doutorado,,2002,agronomia fitotecnia,universidade federal de lavras,paclobutrazol e estresse hídrico no florescimento e produção da mangueira mangifera indica l tommy atkins,ciencias agrarias,
1183023,5178966570130361,6450080476147839,mestrado,2006.0,2009,direito civil,universidade de são paulo,responsabilidade civil nas atividades de risco um novo panorama a partir do código civil de 2002,ciencias sociais aplicadas,
95496,395378007681283,7786082403939615,pos-doutorado,,2014,,universidade federal do rio grande do sul,,ciencias biologicas,
788565,2067046483421511,6222525579739646,mestrado,2001.0,2005,psicologia,centro de ensino superior de juiz de fora,o processo de ressignificação da vida por pessoas infectadas pelo hiv,,
619784,10579829,5445255186647578,mestrado,1992.0,1995,parasitologia,universidade federal de minas gerais,estudo do,ciencias biologicas,
1145437,7103009428184656,4789478718662380,doutorado,2013.0,2017,engenharia mecânica,universidade federal do rio grande do norte,estudo e desenvolvimento do compósito de gesso com carga de fibra de coco e cortiça triturada,engenharias,
866835,5687602185597238,2567303362619076,mestrado,1998.0,2000,ciências gerenciais gestão em educação,universidade de marília,avaliação institucional do cesumar segundo a visão de seus docentes,,
136472,1036046601275319,573136193985518,mestrado,2002.0,2004,zootecnia,universidade federal de santa maria,efeito da amônia em diferentes ph na água na sobrevivência e no crescimento de alevinos de jundiá rhamdia quelen heptapteridae,ciencias biologicas,
357616,8863795345933478,10185288,mestrado,,2010,pós graduação em estruturas ambientais e urbanas,faculdade de arquitetura e urbanismo da universidade de são paulo,profissão arquiteta formação profissional mercado de trabalho e projeto arquitetônico,ciencias sociais aplicadas,
897687,9909220129458123,2784259245816368,mestrado,2011.0,2013,desenvolvimento,universidade regional do noroeste do estado do rio grande do sul,processos de comunicação transparência e publicização em práticas de gestão social o caso do território da cidadania noroeste colonial,ciencias sociais aplicadas,
